FECHA	IP	PETICION	RESPUESTA
2021-06-18	127.0.0.1	Estoy yendo de regreso.	,rojo,sala,globo
2021-06-18	127.0.0.1	Comida de la canasta básica italiana se come con tomate	,espagueti
2021-06-18	127.0.0.1	SPORT where You kick a ball	,tennis,hit,hand,globe,catch,smash,fuzzy,shin,beach,screw,cue,pitcher,lint,boy,spit,strike,game,butt,punt
2021-06-19	127.0.0.1	insecto rayado que produce miel	,abeja
2021-06-19	127.0.0.1	When you kill someone	,hate,blame,military,curious,overpower,gun,look,unnecessary,mafia,smash,prey,theft,other,roach,torture,poach,die,defend,demolish,mean
2021-06-21	127.0.0.1	Juego entre dos equipos de once jugadores cada uno, cuyo objetivo es hacer entrar en la portería contraria un balón que no puede ser tocado con las manos ni con los brazos, salvo por el portero en su área de meta.	,dinero,vela,guante,plastilina,bat,computador,botón,blanco,palo,puerta,llave,trabajo,dedo,fuego,pedir,lavabo,ropa,verde
2021-06-21	127.0.1.1		Se inicio el servidor
2021-06-21	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-06-21	127.0.0.1	Sport where you kick a ball	,benefit,round,racket,bowling,scream,field,pendulum,buck,cube,crystal,referee,toy,smash,pain,plaything,toss,crochet,red,jack,net
2021-06-24	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,avenue,bench,picnic,custom,work,food,down,up,elm,car,cross,natural,jigsaw,panel,country,lounge,cane,wander
2021-06-24	127.0.0.1	It’s used for carrying water or other liquids. Also things like sand. A beach it is often with a spade and is used to make sandcastles	,love,card,clothes,girl,paper,car,old,book,rare,designer,wave,frequency,good,paradise,detergent,castle,hose,destroy
2021-06-24	127.0.0.1	It’s used for carrying water or other liquids.	,clothes,detergent,hose,car,bog,glass,walrus,biologist,steam,pool,ditch,pail,shallow,plaything,flow,mixture,bay,wave,pier,salt
2021-06-24	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,avenue,bench,picnic,custom,work,food,down,up,elm,car,cross,natural,jigsaw,panel,country,lounge,cane,wander
2021-06-24	127.0.0.1	insecto que produce miel	,abeja
2021-07-03	127.0.0.1	insecto rayado volador que produce miel	,abeja,mariposa
2021-07-07	127.0.0.1	sport where you kick a ball	,benefit,round,racket,bowling,scream,field,illustrated,pendulum,buck,cube,crystal,referee,coach,toy,smash,caster,pain,plaything,ski
2021-07-07	127.0.0.1	when people hit between them	,contact,conceit,conference,prejudice,anger,panel,group,exist,different,greatest,home run,annihilate,sack,mistreat,weird,smash,caravan,hammer,woman,age
2021-07-07	127.0.0.1	recipiente de vidrio o plático donde se sirve agua	,vaso,plato,cubeta
2021-07-07	127.0.0.1	recipiente de vidrio o plático donde se sirve agua	,vaso,plato,cubeta
2021-10-14	127.0.1.1		Se inicio el servidor
2021-10-14	127.0.1.1		Se inicio el servidor
2021-10-14	127.0.0.1	animal that likes honey	,bear,people,love,sweetheart,instinct,primate,reindeer,appeal,paw,bat,dog,oat,fat,dead,beaver,dolphin,tasty,kingdom,doe,awe
2021-10-14	127.0.0.1	insect that bites and produces malaria	,mosquito,green,fly,food,grasshopper,fruit,fingernail,bat,attack,dog,baby,vegetable,fight,anteater,fang,bit,eat,apple,lick
2021-10-20	127.0.0.1	a computer tool that make process information	,work,data,machine,form,desk,build,detail,printer,carpenter,typist,think,key,personal,fact,happen,tell,type,screwdriver
2021-10-20	127.0.0.1	salsa mexicana de pepita que se come con pollo	,huevo
2021-10-20	127.0.0.1	insecto que produce miel	,abeja
2021-10-20	127.0.0.1	insect that produces honey	,bee,sweet,grasshopper,green,fruit,banana,bug,bear,termite,cricket,oat,farmer,molasses,butterfly,department,baby,bite,vegetable,chicken,production
2021-10-30	127.0.1.1		Se inicio el servidor
2021-11-03	127.0.0.1	an object used by people to see from near or far	,car,telescope,foreign,old,elderly,meet,mass,glass,short,travel,drove,thing,location,place,long,recent,done,organization,group
2021-11-03	127.0.0.1	objeto que usa la gente para ver de cerca o lejos	,casa,zapato,luna,mueble,reja,gorra,sol,ojo,comida,cara,piedra,caja,lente,televisión,espagueti
2021-11-11	127.0.0.1	insect that produces honey	,grasshopper,sweet,bee,green,fruit,louse,biscuit,production,beetle,syrup,baby,inspect,banana,cricket,pot,tick,orange,fly,product,food
2021-11-11	127.0.0.1	insect that produces honey	,grasshopper,sweet,bee,green,fruit,louse,biscuit,production,beetle,syrup,baby,inspect,banana,cricket,pot,tick,orange,fly,product,food
2021-11-11	127.0.0.1	medio de transporte que vuela	,dinero,helicóptero,autobús
2022-03-22	127.0.0.1	It’s used for carrying water or other liquids.	,clothes,detergent,car,hose,snorkel,done,crest,ice,beer,pollution,pipe,clam,volume,tank,soak,hydrogen,rain,bead,warm,container
2022-03-22	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,food,car,picnic,up,work,custom,down,elm,relax,bumpy,position,post,camping,theme,done,stand,highway
2022-03-23	127.0.0.1	persona que se siente atraída por cualquier persona	Descripción poco específica.
2022-03-23	127.0.0.1	persona que se siente atraída por cualquier persona	Descripción poco específica.
2022-04-07	127.0.0.1	animal that lives in the forest and likes bananas	,tree,fruit,monkey,love,people,a,lake,fond,apple,raccoon,plant,hate,grow,snake,shoot,endangered,affection,fancy,lamb,yellow
2022-04-07	127.0.0.1	food commonly used in italy, made of flour	,noodle,cook,old,done,man,mill,pope,wasted,white,mafia,welfare,hot dogs,choke,supply,seafood,clam,bagel,cake,protein
2022-04-07	127.0.0.1	principal food of the usa	,school,pride,best,cafeteria,favorite,welfare,hot dogs,choke,supply,seafood,clam,bagel,cake,protein,vegetable,poison,rotten,sausage,veal
2022-04-07	127.0.0.1	wather that falls from the sky	,meteorite,edge,catch,stand,ascent,gray,trip,descent,dead,hawk,tumble,free,earth,pit,lay,wind,winter,steep,ledge,sunset
2022-04-07	127.0.0.1	insect that produces honey	,grasshopper,sweet,bee,green,fruit,louse,biscuit,production,beetle,syrup,baby,inspect,banana,cricket,pot,tick,orange,fly,product,food
2022-04-07	127.0.0.1	furniture used to sit	,car,antique,old,seat,relax,position,decorate,unload,done,wasted,stand,jean,comfort,house,unused,plaything,lap,kneel,rearrange,manufacture
2022-04-07	127.0.0.1	medio de transporte que vuela	,dinero,helicóptero,autobús
2022-04-07	127.0.0.1	elemento de la naturaleza que se bebe	,agua,tierra
2022-05-09	127.0.0.1	Vive en los bosques, come nueces y hay dos muy famosas en Disney.	,casa,árbol,ardilla
2022-05-09	127.0.0.1	decisión para morir por uno mismo, pero que le pide a un médico que la aplique	,planta,luz,pan,leche,vela,vaca,hospital
2022-05-16	127.0.0.1	a small-sized animal, hábitat in trees	,plant,grow,snail,shrub,decorate,puppy,snake,panther,shoot,breed,mole,fat,tortoise,smelly,endangered,pet,apple,africa,stick,surroundings
2022-05-16	127.0.0.1	small gray mammal, relative to the rodent, found in both countryside and town	,mouse,dog,city,person,elephant,family,strand,hound,brother,rat,raccoon,paradise,big,bus,animal,distant,lost,far,human
2022-05-16	127.0.0.1	animal that lives in tres and collects acorns, has a long tail	,tree,paper,squirrel,money,kite,giraffe,save,limousine,plant,gather,party,skirt,grow,yearn,hot dogs,snake,record,shoot,endangered
2022-05-17	127.0.0.1	animal that lives in tres and collects acorns, has a long tail	,tree,paper,squirrel,money,kite,giraffe,save,limousine,plant,gather,party,skirt,grow,yearn,hot dogs,snake,record,shoot,endangered
2022-05-17	127.0.0.1	it’s a little rodent and can be red or gray, it has a big bushy tail	,eyebrow,mouse,rat,forehead,black,squirrel,dog,balloon,small,hound,irritate,hair,lobster,bug,mermaid,elephant,grow,cardinal,pant
2022-05-17	127.0.0.1	small gray mammal, relative to the rodent, found in both countryside and town	,mouse,dog,city,person,elephant,family,strand,hound,brother,rat,raccoon,paradise,big,bus,animal,distant,lost,far,human
2022-05-17	127.0.0.1	a small-sized animal, hábitat in trees	,plant,grow,snail,shrub,decorate,puppy,snake,panther,shoot,breed,mole,fat,tortoise,smelly,endangered,pet,apple,africa,stick,surroundings
2022-05-17	127.0.0.1	vive en los bosques, come nueces y hay dos muy famosas en Disney	,casa,árbol,ardilla
2022-05-17	127.0.0.1	es algo que come nueces y cacahuates, pequeño y se caracteriza porque tiene sus dientes de adelante un poco más grandes que los demás	,botón,ardilla,suéter,pie,computador,ratón
2022-05-17	127.0.1.1		Se inicio el servidor
2022-05-17	127.0.1.1		Se inicio el servidor
2022-05-17	127.0.1.1		Se inicio el servidor
2022-05-17	127.0.0.1	animal	Descripción poco específica.
2022-05-17	127.0.1.1		Se inicio el servidor
2022-05-17	127.0.1.1		Se inicio el servidor
2022-05-17	127.0.0.1	animal vertebrado de zonas boscosas	Descripción poco específica.
2022-05-17	127.0.0.1	animal vertebrado de tamaño aproximado de 20 cms (si se le mide sin cola) peludo, habita en zonas boscosas. Mamífero	,oso,ardilla,cochino,hipopótamo
2022-05-17	127.0.0.1	animal vertebrado de tamaño aproximado de 20 cms (si se le mide sin cola) peludo, habita en zonas boscosas. Mamífero	,oso,ardilla,cochino,hipopótamo
2022-05-17	127.0.0.1	animal vertebrado de tamaño aproximado de 20 cms (si se le mide sin cola) peludo, habita en zonas boscosas. Mamífero	,oso,ardilla,cochino,hipopótamo
2022-05-17	127.0.0.1	animal vertebrado de tamaño aproximado de 20 cms (si se le mide sin cola) peludo, habita en zonas boscosas. Mamífero	,oso,ardilla,cochino,hipopótamo
2022-05-17	127.0.0.1	animal vertebrado de tamaño aproximado de 20 cms si se le mide sin cola peludo, habita en zonas boscosas Mamífero	,oso,ardilla,cochino,hipopótamo
2022-05-18	127.0.0.1	small gray mammal, relative to the rodent, found in both countryside and town	,mouse,dog,elephant,person,city,lost,paradise,big,missing,people,animal,raccoon,community,strand,rat,ancestor,human,distant,far
2022-05-25	127.0.0.1	animal de cuatro patas que relincha	,oso
2022-05-25	127.0.0.1	insecto que produce miel	,abeja
2022-05-25	127.0.0.1	lugar donde dormimos y comemos con la familia	,escuela,leche,plato,mesa,sala,sofá
2022-08-22	127.0.0.1	cosa que sirve para escribir en un papel	,botón,caja,pluma,bolsa,leche,computador,tienda
2022-08-22	127.0.0.1	Insecto que produce miel	,abeja
2022-08-22	127.0.0.1	insecto que vuela que produce miel y es de color amarillo con negro	,mariposa,abeja,pájaro,dulce,oso,pato,araña,helicóptero
2022-08-22	127.0.0.1	insect that produces honey	,sweet,bee,green,fruit,grasshopper,inspect,small,fly,grocery,slug,production,manufacture,ant,sticky,wasp,factory,child,vegetable,tea,banana
2022-10-18	127.0.0.1	insecto que produce miel	,abeja
2022-10-18	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,picnic,elm,work,car,custom,food,up,down,wilderness,boulevard,hustle,cane,china,beaver,amusement,drill,america
2022-10-18	127.0.0.1	animal that lives in tres and collects acorns, has a long tail	,tree,squirrel,paper,party,money,giraffe,gather,limousine,plant,kite,save,end,buffalo,biology,gene,heritage,africa,pig,list
2022-10-18	127.0.0.1	It’s used for carrying water or other liquids.	,car,detergent,hose,clothes,ounce,flask,buffalo,pollution,pig,boiled,bleach,channel,container,sprinkle,warm,camel,intake,snorkel,sponge,unwanted
2022-10-18	127.0.0.1	small gray mammal, relative to the rodent, found in both countryside and town	,mouse,dog,elephant,person,city,lost,paradise,big,missing,people,animal,raccoon,community,strand,rat,ancestor,human,distant,far
2023-01-25	127.0.0.1	animal de cuatro patas que relincha	,oso
2023-01-25	127.0.0.1	Vive en los bosques, come nueces y hay dos muy famosas en Disney.	,casa,árbol,ardilla
2023-01-25	127.0.0.1	decisión para morir por uno mismo, pero que le pide a un médico que la aplique	,planta,luz,pan,leche,vela,vaca,hospital
2023-01-25	127.0.0.1	insecto que produce miel	,abeja
2023-03-08	127.0.1.1		Se inicio el servidor
2023-03-13	127.0.1.1		Se inicio el servidor
2023-03-27	127.0.1.1		Se inicio el servidor
2023-03-31	127.0.1.1		Se inicio el servidor
2023-03-31	127.0.1.1		Se inicio el servidor
2023-04-18	127.0.0.1	A small rodent which lives in trees, collects nuts and has a bushy tail	,squirrel,gathering,paper,acorn,mouse,long,cat,rat,eyebrow,salary,dorm,big,pest,tweezer,raisin,save,kite,money
2023-04-18	127.0.0.1	Animal carnívoro, de cuatro patas, grande melena, pelaje amarillo. Es el rey de la selva	,león,caballo,cocodrilo,oso,pato,jirafa,carne,elefante,planta,pie,lápiz,plumón,pollito
2023-04-18	127.0.0.1	lugar donde dormimos y comemos con la familia	,escuela,leche,plato,mesa,sala,sofá
2023-04-18	127.0.0.1	animal de cuatro patas que relincha	,oso
2023-04-18	127.0.0.1	insecto que produce miel	,abeja
2023-04-18	127.0.0.1	Vive en los bosques, come nueces y hay dos muy famosas en Disney.	,casa,árbol,ardilla
2023-04-18	127.0.0.1	decisión para morir por uno mismo, pero que le pide a un médico que la aplique	,planta,luz,pan,leche,vela,vaca,hospital
2023-04-18	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,food,elm,car,picnic,up,work,down,custom,pigeon,america,pedestrian,amusement,metal,poverty,central,bumpy,pencil
2023-04-18	127.0.0.1	animal that lives in tres and collects acorns, has a long tail	,tree,squirrel,paper,party,gather,giraffe,save,plant,kite,money,limousine,die,coin,independent,endangered,lab,pony,lion,gene
2023-04-18	127.0.0.1	It’s used for carrying water or other liquids.	,hose,detergent,car,clothes,clam,container,shower,deep,intake,drain,bottle,mirage,diving,river,girl,abundance,ocean,gallon,damage,pill
2023-04-18	127.0.0.1	small gray mammal, relative to the rodent, found in both countryside and town	,mouse,dog,person,city,elephant,family,pest,community,raccoon,missing,cat,people,paradise,rat,hound,far,human,bus,brother
2023-04-18	127.0.0.1	A small rodent which lives in trees, collects nuts and has a bushy tail	,squirrel,gathering,paper,acorn,mouse,long,cat,rat,eyebrow,salary,dorm,big,pest,tweezer,raisin,save,kite,money
2023-05-11	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,food,elm,car,picnic,up,work,down,custom,pigeon,america,pedestrian,amusement,metal,poverty,central,bumpy,pencil
2023-07-14	127.0.1.1		Se inicio el servidor
2023-08-07	127.0.0.1	para escribir en papel	,pluma
2023-08-08	127.0.0.1	Recipiente para tomar agua	,vaso,cubeta
2023-08-18	127.0.0.1	Palabra que cambia con el tiempo	,botón,reloj,escuela,bebé,pañal,labio,libro
2023-08-18	127.0.0.1	Nuevas expresiones del lenguaje	,ojo,boca,comer,color,crayola,vestido
2023-08-18	127.0.0.1	Lenguaje emergente	Descripción poco específica.
2023-08-29	127.0.0.1	Persona que queda bien con todos	,autobús,escuela
2023-09-08	127.0.0.1	Propietario de un harén	Descripción muy corta favor de ampliar su descripción.
2023-09-08	127.0.0.1	Propietario o dueño de un harén	Descripción muy corta favor de ampliar su descripción.
2023-09-08	127.0.0.1	Dueño de algo	Descripción muy corta favor de ampliar su descripción.
2023-09-08	127.0.0.1	Dueño de un bar	Descripción poco específica.
2023-09-09	127.0.0.1	insecto que produce miel	,abeja
2023-09-11	127.0.0.1	afasia	Descripción muy corta favor de ampliar su descripción.
2023-09-11	127.0.0.1	La afasia es un transtorno	Descripción muy corta favor de ampliar su descripción.
2023-09-11	127.0.0.1	Otro fenómeno relevante es el uso de la frase "Hoy es día de..." y otras análogas como una estrategia para divulgar el conocimiento científico y compartir la historia de la ciencia con el público general	,bolsa,computador,hospital,escuela,sol,mueble,sala,teléfono,camión,blanco,familia,casa,sandía,vestido,yo,mujer,grande,mamá,fruto,niño
2023-09-11	127.0.0.1	es una semilla que va arriba de los panes de las hamburguesas	,globo,sol,comida,calabaza,grande,tierra,techo,manzana,niño,rojo,blanco,carne,niña
2023-09-13	127.0.1.1		Se inicio el servidor
2023-09-13	127.0.1.1		Se inicio el servidor
2023-10-17	127.0.0.1	cuatro patas de color café	,araña,ojo,conejo,zanahoria
2023-10-17	127.0.0.1	mueble de cuatro patas que sirve para sentarse	,botella,plato,pato,mesa,verde,agua,sucio,madera,leche,silla,sala
2023-10-17	127.0.0.1	black animal with eight legs and six eyes, eats her husbands	,ball,sex,raccoon,lover,bat,socket,spider,wife,chart,number,nine,calf,foot,widow,race,man,five,arm,octopus,bruise
2023-10-17	127.0.0.1	motor vehicle	,car,motorcycle,bicycle,bus,jeep,neuron,power,auto,loud,caravan,limousine,driver,van,electric,run,truck,outboard,speed,engine,gear
2023-10-24	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,down,custom,work,car,up,picnic,food,elm,lamp,asphalt,cut,wilderness,man,valley,otter,moose,termite
2023-10-24	127.0.0.1	animal that lives in trees and collects acorns, has a long tail	,paper,squirrel,plant,money,party,kite,save,cat,limousine,giraffe,gather,otter,crocodile,outdoors,ranch,mule,cougar,kind
2023-10-24	127.0.0.1	It’s used for carrying water or other liquids.	,clothes,hose,car,detergent,pail,paper towel,otter,crocodile,steam,puddle,heater,oasis,bucket,container,hoe,jaw,still,coast,duck,faucet
2023-10-24	127.0.0.1	tool to open cans	,plier,box,close,tin,opener,admission,zipper,carpenter,lid,hatchet,spray,vulnerable,lever,drill,picket,screw,wrench,door,optimistic
2023-10-24	127.0.0.1	lugar donde dormimos y comemos con la familia	,escuela,leche,plato,mesa,sala,sofá
2023-10-24	127.0.0.1	animal de cuatro patas que relincha	,oso
2023-10-24	127.0.0.1	insecto que produce miel	,abeja
2023-10-24	127.0.0.1	Vive en los bosques, come nueces y hay dos muy famosas en Disney.	,casa,árbol,ardilla
2023-10-24	127.0.0.1	decisión para morir por uno mismo, pero que le pide a un médico que la aplique	,planta,luz,pan,leche,vela,vaca,hospital
2023-10-24	127.0.0.1	cosa que sirve para escribir en un papel	,botón,caja,pluma,bolsa,leche,computador,tienda
2023-11-15	127.0.0.1	animal used to be called the king of the jungle	,old,castle,veteran,kingdom,george,book,anteater,mink,asphalt,vine,wilderness,cruel,man,elephant,dead,otter,moose,crocodile,girl,farmer
2023-11-15	127.0.0.1	animal considered the king of the jungle	,kingdom,george,asphalt,wilderness,mink,vine,man,elephant,dead,cruel,anteater,otter,moose,crocodile,bison,farmer,dolphin,cricket,sphinx,kangaroo
2023-11-15	127.0.0.1	insect that produces honey	,green,bee,grasshopper,fruit,sweet,factory,anteater,bear,termite,fresh,spider,farmer,child,tick,sugar,cricket,biscuit,bite
2023-11-15	127.0.0.1	flying insect that produces honey	,bird,bee,kite,green,fly,grasshopper,fruit,chicken,sweet,anteater,soaring,termite,spider,fresh,farmer,child,helicopter,cricket,molasses
2023-11-15	127.0.0.1	transport that cross the ocean	,bridge,water,otter,catholic,motion,dolphin,spray,beautiful,fish,sail,ship,tide,yacht,over,boundary,stitch,scuba,pier,shrimp
2023-11-15	127.0.0.1	flying object that transport people	,bus,mass,airplane,airport,free,priceless,scum,attitude,soaring,ordinary,material,toy,union,age,helicopter,beautiful,component,shape,personnel
2023-11-15	127.0.0.1	insect that produces honey	,green,bee,grasshopper,fruit,sweet,factory,anteater,bear,termite,fresh,spider,farmer,child,tick,sugar,cricket,biscuit,bite
2023-11-16	127.0.0.1	rey de la selva	Descripción poco específica.
2023-11-16	127.0.0.1	animal conocido como el rey de la selva	,león
2023-11-16	127.0.0.1	insecto volador que produce miel	,abeja,mariposa
2023-11-20	127.0.0.1	hola	Descripción muy corta favor de ampliar su descripción.
2023-11-20	127.0.0.1	hello	,phone,recognition,acknowledge,wave,good-bye,greet,welcome,meet,jello,greeting,again,hi,smile,goodbye,ahoy,visit,introduce
2023-11-20	127.0.0.1	phone	,extension,speaker,friend,hang,bill,prank,receptionist,click,ring,communication,operator,hold,home,device,dial,connect,number,ear,local
2023-11-20	127.0.0.1	dog	,toy,heel,boy,puddle,lap,lead,puppy,wolf,person,collar,companion,fluffy,hunting,whistle,sheep,breed,bird,daisy,house,boxer
2023-11-20	127.0.0.1	perro	Descripción poco específica.
2023-11-21	127.0.0.1	dog	,toy,heel,boy,puddle,lap,lead,puppy,wolf,person,collar,companion,fluffy,hunting,whistle,sheep,breed,bird,daisy,house,boxer
2023-12-05	127.0.0.1	a small infectious agent that can replicate only inside the living cells of an organism	,reproduce,house,baby,microscope,human,person,jail,real estate,room,child,cottage,money,feeling,alive,kid,happy,content,block,being,officer
2023-12-05	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,down,custom,work,car,up,picnic,food,elm,lamp,asphalt,cut,wilderness,man,valley,otter,moose,termite
2023-12-05	127.0.0.1	a device where a first lens make a magnified real image of an object	,contact,figure,original,glass,fake,tool,item,see,create,build,break,art,control,mirage,love,cake,kiss,made,one
2023-12-05	127.0.0.1	lugar donde dormimos y comemos con la familia	,escuela,leche,plato,mesa,sala,sofá
2023-12-05	127.0.0.1	insecto que produce miel	,abeja
2023-12-05	127.0.0.1	Vive en los bosques, come nueces y hay dos muy famosas en Disney.	,casa,árbol,ardilla
2024-01-19	127.0.0.1	insecto que produce miel	,abeja
2024-01-19	127.0.0.1	animal that lives in trees and collects acorns, has a long tail	,paper,squirrel,plant,money,party,kite,save,cat,limousine,giraffe,gather,otter,crocodile,outdoors,ranch,mule,cougar,kind
2024-01-29	127.0.0.1	A small rodent which lives in trees, collects nuts and has a bushy tail	,squirrel,gathering,acorn,paper,mouse,raisin,eyebrow,money,big,kite,rat,dorm,pest,save,cat,tweezer,long,control
2024-01-29	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,down,custom,work,car,up,picnic,food,elm,lamp,asphalt,cut,wilderness,man,valley,otter,moose,termite
2024-01-29	127.0.0.1	It’s used for carrying water or other liquids.	,clothes,hose,car,detergent,pail,paper towel,otter,crocodile,steam,puddle,heater,oasis,bucket,container,hoe,jaw,still,coast,duck,faucet
2024-01-29	127.0.0.1	animal that lives in tres and collects acorns, has a long tail	,tree,squirrel,paper,money,party,kite,save,plant,limousine,giraffe,gather,otter,crocodile,outdoors,ranch,mule,cougar,kind,zoo
2024-01-29	127.0.0.1	insecto que produce miel	,abeja
2024-01-29	127.0.0.1	lugar donde dormimos y comemos con la familia	,escuela,leche,plato,mesa,sala,sofá
2024-01-29	127.0.0.1	Vive en los bosques, come nueces y hay dos muy famosas en Disney.	,casa,árbol,ardilla
2024-01-29	127.0.0.1	animal de cuatro patas que relincha	,oso
2024-01-29	127.0.0.1	decisión para morir por uno mismo, pero que le pide a un médico que la aplique	,planta,luz,pan,leche,vela,vaca,hospital
2024-01-29	127.0.0.1	cosa que sirve para escribir en un papel	,botón,caja,pluma,bolsa,leche,computador,tienda
2024-02-01	127.0.0.1	something made of tubes that can be used to move and exert	,work,car,strain,force,make,shift,object,become,round,television,valve,up,hospital,done,go,water,anything,new,production,flow
2024-02-01	127.0.0.1	something that has information recorded on it and when you put it on it plays music	,place,news,ball,note,tell,object,say,file,alternative,other,country,medium,set,thing,down,melody,someone,toy,alto,video
2024-02-01	127.0.0.1	It's used to carry things and you put it on your back	,pack,book,person,place,pat,car,out,worn,take,clothes,down,handbag,material,toy,draw,list,sure,agenda,girl,stomach
2024-02-06	127.0.0.1	aquello que tiene patas ladra y tiene pelo	,oso
2024-02-06	127.0.0.1	tine alas y da miel	,juguete,abeja,oso,mariposa,avión
2024-02-20	127.0.0.1	animal peludo que come nueces	,ardilla,oso
2024-02-27	127.0.1.1		Se inicio el servidor
2024-03-01	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,avenue,bench,elm,up,picnic,work,custom,car,down,food,unmade,termite,couch,fixed,perch,platform,thicket,rest,dresser
2024-03-01	127.0.0.1	insecto que produce miel	,abeja
2024-03-13	127.0.0.1	aquello que tiene patas ladra y tiene pelo	,oso
2024-06-11	127.0.0.1	aquello que tiene patas ladra y tiene pelo	,oso
2024-06-11	127.0.0.1	aquello que tiene patas ladra y tiene pelo	,oso
2024-06-11	127.0.0.1	i like the honney	,please,adorn,affection,interest,interesting,disgust,preference,popular,dislike,delight,good,fancy,love,awe,want,care,people,accept,favor
2024-06-11	127.0.0.1	aquello que tiene patas ladra y tiene pelo	,oso
2024-06-11	127.0.0.1	i like the honney	,please,adorn,affection,interest,interesting,disgust,preference,popular,dislike,delight,good,fancy,love,awe,want,care,people,accept,favor
2024-06-11	127.0.0.1	come miel y tiene pelo	,oso
2024-06-11	127.0.0.1	come miel y tiene pelo	,oso
2024-06-11	127.0.0.1	tiene pelo	Descripción poco específica.
2024-06-11	127.0.0.1	animal que tiene pelo	Descripción poco específica.
2024-06-11	127.0.0.1	animal mamifero que tiene pelo	Descripción poco específica.
2024-06-11	127.0.0.1	animal que come nueces	,ardilla
2024-06-11	127.0.0.1	para comer fideo	Descripción poco específica.
2024-06-12	127.0.0.1	Hola	Descripción poco específica.
